County,State,FIPS County Code,Rate,Year
"Comal, TX",TX,48091,77.1,2015
"Comanche, TX",TX,48093,73.3,2015
"Concho, TX",TX,48095,–,2015
"Cooke, TX",TX,48097,93,2015
"Coryell, TX",TX,48099,69.6,2015
"Cottle, TX",TX,48101,–,2015
"Crane, TX",TX,48103,57.7,2015
"Crockett, TX",TX,48105,52.8,2015
"Crosby, TX",TX,48107,1.7,2015
"Culberson, TX",TX,48109,–,2015
"Dallam, TX",TX,48111,75.4,2015
"Dallas, TX",TX,48113,52.5,2015
"Dawson, TX",TX,48115,60.9,2015
"Deaf Smith, TX",TX,48117,47.2,2015
"Delta, TX",TX,48119,3.4,2015
"Denton, TX",TX,48121,61.1,2015
"DeWitt, TX",TX,48123,48.6,2015
"Dickens, TX",TX,48125,5.8,2015
"Dimmit, TX",TX,48127,96.4,2015
"Donley, TX",TX,48129,4.2,2015
"Duval, TX",TX,48131,15,2015
"Eastland, TX",TX,48133,66.1,2015
"Ector, TX",TX,48135,77.5,2015
"Edwards, TX",TX,48137,–,2015
"Ellis, TX",TX,48139,75.1,2015
"El Paso, TX",TX,48141,37.4,2015
"Erath, TX",TX,48143,76.3,2015
"Falls, TX",TX,48145,59,2015
"Fannin, TX",TX,48147,62.7,2015
"Fayette, TX",TX,48149,66.7,2015
"Fisher, TX",TX,48151,6.8,2015
"Floyd, TX",TX,48153,3.5,2015
"Foard, TX",TX,48155,62,2015
"Fort Bend, TX",TX,48157,40.9,2015
"Franklin, TX",TX,48159,68,2015
"Freestone, TX",TX,48161,3.3,2015
"Frio, TX",TX,48163,44.4,2015
"Gaines, TX",TX,48165,52.3,2015
"Galveston, TX",TX,48167,78.9,2015
"Garza, TX",TX,48169,1.7,2015
"Gillespie, TX",TX,48171,77.9,2015
"Glasscock, TX",TX,48173,–,2015
"Goliad, TX",TX,48175,26.1,2015
"Gonzales, TX",TX,48177,56.2,2015
"Gray, TX",TX,48179,115.1,2015
"Grayson, TX",TX,48181,112.7,2015
"Gregg, TX",TX,48183,138.7,2015
"Grimes, TX",TX,48185,19.5,2015
"Guadalupe, TX",TX,48187,47.1,2015
"Hale, TX",TX,48189,69.5,2015
"Hall, TX",TX,48191,3.7,2015
"Hamilton, TX",TX,48193,5.1,2015
"Hansford, TX",TX,48195,1.6,2015
"Hardeman, TX",TX,48197,75.3,2015
"Hardin, TX",TX,48199,98.2,2015
"Harris, TX",TX,48201,48.3,2015
"Harrison, TX",TX,48203,69.8,2015
"Hartley, TX",TX,48205,–,2015
"Haskell, TX",TX,48207,18.9,2015
"Hays, TX",TX,48209,60.5,2015
"Hemphill, TX",TX,48211,2.7,2015
"Henderson, TX",TX,48213,84.1,2015
"Hidalgo, TX",TX,48215,29.5,2015
"Hill, TX",TX,48217,80.2,2015
"Hockley, TX",TX,48219,82.7,2015
"Hood, TX",TX,48221,125.3,2015
"Hopkins, TX",TX,48223,97.5,2015
"Houston, TX",TX,48225,22,2015
"Howard, TX",TX,48227,59.6,2015
"Hudspeth, TX",TX,48229,–,2015
"Hunt, TX",TX,48231,93.3,2015
"Hutchinson, TX",TX,48233,78.2,2015
"Irion, TX",TX,48235,–,2015
"Jack, TX",TX,48237,1.9,2015
"Jackson, TX",TX,48239,29.6,2015
"Jasper, TX",TX,48241,67.4,2015
"Jeff Davis, TX",TX,48243,–,2015
"Jefferson, TX",TX,48245,93.1,2015
"Jim Hogg, TX",TX,48247,1.6,2015
"Jim Wells, TX",TX,48249,83.4,2015
"Johnson, TX",TX,48251,90.9,2015
"Jones, TX",TX,48253,30.3,2015
"Karnes, TX",TX,48255,66.4,2015
"Kaufman, TX",TX,48257,79.9,2015
"Kendall, TX",TX,48259,71.4,2015
"Kenedy, TX",TX,48261,–,2015
"Kent, TX",TX,48263,–,2015
"Kerr, TX",TX,48265,85.2,2015
"Kimble, TX",TX,48267,67.6,2015
"King, TX",TX,48269,–,2015
"Kinney, TX",TX,48271,2.1,2015
"Kleberg, TX",TX,48273,71.5,2015
"Knox, TX",TX,48275,–,2015
"Lamar, TX",TX,48277,158.6,2015
"Lamb, TX",TX,48279,49.3,2015
"Lampasas, TX",TX,48281,31.7,2015
"La Salle, TX",TX,48283,0.4,2015
"Lavaca, TX",TX,48285,50.7,2015
"Lee, TX",TX,48287,19.6,2015
"Leon, TX",TX,48289,3.3,2015
"Liberty, TX",TX,48291,101.9,2015
"Limestone, TX",TX,48293,93.9,2015
"Lipscomb, TX",TX,48295,–,2015
"Live Oak, TX",TX,48297,21.1,2015
"Llano, TX",TX,48299,71.2,2015
"Loving, TX",TX,48301,–,2015
"Lubbock, TX",TX,48303,83.7,2015
"Lynn, TX",TX,48305,1.5,2015
"McCulloch, TX",TX,48307,63.4,2015
"McLennan, TX",TX,48309,77,2015
"McMullen, TX",TX,48311,–,2015
"Madison, TX",TX,48313,45.5,2015
"Marion, TX",TX,48315,1.6,2015
"Martin, TX",TX,48317,2.2,2015
"Mason, TX",TX,48319,4.2,2015
"Matagorda, TX",TX,48321,70.8,2015
"Maverick, TX",TX,48323,29.1,2015
"Medina, TX",TX,48325,43.7,2015
"Menard, TX",TX,48327,–,2015
"Midland, TX",TX,48329,66.7,2015
"Milam, TX",TX,48331,63.8,2015
"Mills, TX",TX,48333,–,2015
"Mitchell, TX",TX,48335,2.7,2015
"Montague, TX",TX,48337,83.1,2015
"Montgomery, TX",TX,48339,66.5,2015
"Moore, TX",TX,48341,58.6,2015
"Morris, TX",TX,48343,103.6,2015
"Motley, TX",TX,48345,–,2015
"Nacogdoches, TX",TX,48347,103.4,2015
"Navarro, TX",TX,48349,78.4,2015
"Newton, TX",TX,48351,1.7,2015
"Nolan, TX",TX,48353,127.4,2015
"Nueces, TX",TX,48355,83.4,2015
"Ochiltree, TX",TX,48357,39.7,2015
"Oldham, TX",TX,48359,–,2015
"Orange, TX",TX,48361,119.2,2015
"Palo Pinto, TX",TX,48363,116.8,2015
"Panola, TX",TX,48365,82.4,2015
"Parker, TX",TX,48367,75.8,2015
"Parmer, TX",TX,48369,1.8,2015
"Pecos, TX",TX,48371,37.5,2015
"Polk, TX",TX,48373,106.7,2015
"Potter, TX",TX,48375,78.1,2015
"Presidio, TX",TX,48377,–,2015
"Rains, TX",TX,48379,74.4,2015
"Randall, TX",TX,48381,76.1,2015
"Reagan, TX",TX,48383,0.4,2015
"Real, TX",TX,48385,–,2015
"Red River, TX",TX,48387,3.5,2015
"Reeves, TX",TX,48389,75.9,2015
"Refugio, TX",TX,48391,1.7,2015
"Roberts, TX",TX,48393,–,2015
"Robertson, TX",TX,48395,4,2015
"Rockwall, TX",TX,48397,69.4,2015
"Runnels, TX",TX,48399,54.7,2015
"Rusk, TX",TX,48401,53.2,2015
"Sabine, TX",TX,48403,3.9,2015
"San Augustine, TX",TX,48405,4.2,2015
"San Jacinto, TX",TX,48407,1.1,2015
"San Patricio, TX",TX,48409,80.6,2015
"San Saba, TX",TX,48411,2.8,2015
"Schleicher, TX",TX,48413,–,2015
"Scurry, TX",TX,48415,90.8,2015
"Shackelford, TX",TX,48417,–,2015
"Shelby, TX",TX,48419,58.7,2015
"Sherman, TX",TX,48421,1.3,2015
"Smith, TX",TX,48423,95.2,2015
"Somervell, TX",TX,48425,5.9,2015
"Starr, TX",TX,48427,32.2,2015
"Stephens, TX",TX,48429,119.2,2015
"Sterling, TX",TX,48431,–,2015
"Stonewall, TX",TX,48433,3.8,2015
"Sutton, TX",TX,48435,5.1,2015
"Swisher, TX",TX,48437,2.3,2015
"Tarrant, TX",TX,48439,68.8,2015
"Taylor, TX",TX,48441,114.8,2015
"Terrell, TX",TX,48443,–,2015
"Terry, TX",TX,48445,53.4,2015
"Throckmorton, TX",TX,48447,–,2015
"Titus, TX",TX,48449,90.5,2015
"Tom Green, TX",TX,48451,80.1,2015
"Travis, TX",TX,48453,55.5,2015
"Trinity, TX",TX,48455,42,2015
"Tyler, TX",TX,48457,22.9,2015
"Upshur, TX",TX,48459,22.2,2015
"Upton, TX",TX,48461,1.9,2015
"Uvalde, TX",TX,48463,72.1,2015
"Val Verde, TX",TX,48465,39.5,2015
"Van Zandt, TX",TX,48467,81.7,2015
"Victoria, TX",TX,48469,103.9,2015
"Walker, TX",TX,48471,76.9,2015
"Waller, TX",TX,48473,5.4,2015
"Ward, TX",TX,48475,71.4,2015
"Washington, TX",TX,48477,88,2015
"Webb, TX",TX,48479,29,2015
"Wharton, TX",TX,48481,69.3,2015
"Wheeler, TX",TX,48483,45.6,2015
"Wichita, TX",TX,48485,107.5,2015
"Wilbarger, TX",TX,48487,152.5,2015
"Willacy, TX",TX,48489,47.2,2015
"Williamson, TX",TX,48491,64.9,2015
"Wilson, TX",TX,48493,59.8,2015
"Winkler, TX",TX,48495,59.6,2015
"Wise, TX",TX,48497,63,2015
"Wood, TX",TX,48499,97.5,2015
"Yoakum, TX",TX,48501,7.1,2015
"Young, TX",TX,48503,103.3,2015
"Zapata, TX",TX,48505,14.2,2015
"Zavala, TX",TX,48507,0.9,2015
"Beaver, UT",UT,49001,98.1,2015
"Box Elder, UT",UT,49003,81.9,2015
"Cache, UT",UT,49005,61.2,2015
"Carbon, UT",UT,49007,183.1,2015
"Daggett, UT",UT,49009,–,2015
"Davis, UT",UT,49011,68.7,2015
"Duchesne, UT",UT,49013,51.2,2015
"Emery, UT",UT,49015,96.7,2015
"Garfield, UT",UT,49017,86.8,2015
"Grand, UT",UT,49019,95.4,2015
"Iron, UT",UT,49021,110.9,2015
"Juab, UT",UT,49023,95.9,2015
"Kane, UT",UT,49025,149.4,2015
"Millard, UT",UT,49027,70.1,2015
"Morgan, UT",UT,49029,62,2015
"Piute, UT",UT,49031,–,2015
"Rich, UT",UT,49033,31.2,2015
"Salt Lake, UT",UT,49035,75,2015
"San Juan, UT",UT,49037,19.2,2015
"Sanpete, UT",UT,49039,86.8,2015
"Sevier, UT",UT,49041,124.3,2015
"Summit, UT",UT,49043,65.8,2015
"Tooele, UT",UT,49045,72.8,2015
"Uintah, UT",UT,49047,71.3,2015
"Utah, UT",UT,49049,61.2,2015
"Wasatch, UT",UT,49051,75,2015
"Washington, UT",UT,49053,91.6,2015
"Wayne, UT",UT,49055,–,2015
"Weber, UT",UT,49057,86.9,2015
"Accomack, VA",VA,51001,64.8,2015
"Albemarle, VA",VA,51003,61.7,2015
"Alleghany, VA",VA,51005,85.7,2015
"Amelia, VA",VA,51007,52.3,2015
"Amherst, VA",VA,51009,83,2015
"Appomattox, VA",VA,51011,138.6,2015
"Arlington, VA",VA,51013,26.1,2015
"Augusta, VA",VA,51015,29.1,2015
"Bath, VA",VA,51017,6.2,2015
"Bedford, VA",VA,51019,46.8,2015
"Bland, VA",VA,51021,81,2015
"Botetourt, VA",VA,51023,41.9,2015
"Brunswick, VA",VA,51025,25.6,2015
"Buchanan, VA",VA,51027,88,2015
"Buckingham, VA",VA,51029,2.1,2015
"Campbell, VA",VA,51031,33.9,2015
"Caroline, VA",VA,51033,20.6,2015
"Carroll, VA",VA,51035,45.3,2015
"Charles City, VA",VA,51036,–,2015
"Charlotte, VA",VA,51037,43.3,2015
"Chesterfield, VA",VA,51041,73.4,2015
"Clarke, VA",VA,51043,27.7,2015
"Craig, VA",VA,51045,6.5,2015
"Culpeper, VA",VA,51047,71.5,2015
"Cumberland, VA",VA,51049,33.1,2015
"Dickenson, VA",VA,51051,137.5,2015
"Dinwiddie, VA",VA,51053,5.6,2015
"Essex, VA",VA,51057,122.9,2015
"Fairfax, VA",VA,51059,32,2015
"Fauquier, VA",VA,51061,76.5,2015
"Floyd, VA",VA,51063,59.3,2015
"Fluvanna, VA",VA,51065,36.4,2015
"Franklin, VA",VA,51067,87.4,2015
"Frederick, VA",VA,51069,59.9,2015
"Giles, VA",VA,51071,142.6,2015
"Gloucester, VA",VA,51073,119.4,2015
"Goochland, VA",VA,51075,15.3,2015
"Grayson, VA",VA,51077,8.7,2015
"Greene, VA",VA,51079,83.1,2015
"Greensville, VA",VA,51081,–,2015
"Halifax, VA",VA,51083,87.8,2015
"Hanover, VA",VA,51085,96,2015
"Henrico, VA",VA,51087,75.3,2015
"Henry, VA",VA,51089,86.9,2015
"Highland, VA",VA,51091,–,2015
"Isle of Wight, VA",VA,51093,67.8,2015
"James City, VA",VA,51095,106.1,2015
"King and Queen, VA",VA,51097,–,2015
"King George, VA",VA,51099,53.5,2015
"King William, VA",VA,51101,42.3,2015
"Lancaster, VA",VA,51103,183.2,2015
"Lee, VA",VA,51105,112.3,2015
"Loudoun, VA",VA,51107,38.3,2015
"Louisa, VA",VA,51109,53.2,2015
"Lunenburg, VA",VA,51111,3,2015
"Madison, VA",VA,51113,–,2015
"Mathews, VA",VA,51115,60.2,2015
"Mecklenburg, VA",VA,51117,112,2015
"Middlesex, VA",VA,51119,4.5,2015
"Montgomery, VA",VA,51121,66,2015
"Nelson, VA",VA,51125,26.7,2015
"New Kent, VA",VA,51127,61.6,2015
"Northampton, VA",VA,51131,112.7,2015
"Northumberland, VA",VA,51133,34.9,2015
"Nottoway, VA",VA,51135,64.3,2015
"Orange, VA",VA,51137,96.6,2015
"Page, VA",VA,51139,99.4,2015
"Patrick, VA",VA,51141,78.1,2015
"Pittsylvania, VA",VA,51143,24.4,2015
"Powhatan, VA",VA,51145,51.3,2015
"Prince Edward, VA",VA,51147,105.2,2015
"Prince George, VA",VA,51149,–,2015
"Prince William, VA",VA,51153,40.6,2015
"Pulaski, VA",VA,51155,135.6,2015
"Rappahannock, VA",VA,51157,–,2015
"Richmond, VA",VA,51159,43.5,2015
"Roanoke, VA",VA,51161,91.1,2015
"Rockbridge, VA",VA,51163,–,2015
"Rockingham, VA",VA,51165,32.6,2015
"Russell, VA",VA,51167,117.6,2015
"Scott, VA",VA,51169,161.9,2015
"Shenandoah, VA",VA,51171,74.7,2015
"Smyth, VA",VA,51173,139.7,2015
"Southampton, VA",VA,51175,2.9,2015
"Spotsylvania, VA",VA,51177,75.4,2015
"Stafford, VA",VA,51179,53.5,2015
"Surry, VA",VA,51181,–,2015
"Sussex, VA",VA,51183,24.6,2015
"Tazewell, VA",VA,51185,200.5,2015
"Warren, VA",VA,51187,92.4,2015
"Washington, VA",VA,51191,116.1,2015
"Westmoreland, VA",VA,51193,45.7,2015
"Wise, VA",VA,51195,214.1,2015
"Wythe, VA",VA,51197,120.5,2015
"York, VA",VA,51199,50.6,2015
"Alexandria, VA",VA,51510,35.9,2015
"Bedford City, VA",VA,51515,–,2015
"Bristol, VA",VA,51520,186,2015
"Buena Vista, VA",VA,51530,71.9,2015
"Charlottesville, VA",VA,51540,69.2,2015
"Chesapeake, VA",VA,51550,68.4,2015
"Colonial Heights, VA",VA,51570,243,2015
"Covington, VA",VA,51580,256.4,2015
"Danville, VA",VA,51590,188.6,2015
"Emporia, VA",VA,51595,300.6,2015
"Fairfax City, VA",VA,51600,81.4,2015
"Falls Church, VA",VA,51610,64.1,2015
"Franklin City, VA",VA,51620,271.8,2015
"Fredericksburg, VA",VA,51630,175.9,2015
"Galax, VA",VA,51640,431.1,2015
"Hampton, VA",VA,51650,86.9,2015
"Harrisonburg, VA",VA,51660,133.7,2015
"Hopewell, VA",VA,51670,115.6,2015
"Lexington, VA",VA,51678,269,2015
"Lynchburg, VA",VA,51680,137.6,2015
"Manassas, VA",VA,51683,117.1,2015
"Manassas Park, VA",VA,51685,–,2015
"Martinsville, VA",VA,51690,444.4,2015
"Newport News, VA",VA,51700,69.1,2015
"Norfolk, VA",VA,51710,70.8,2015
"Norton, VA",VA,51720,504.9,2015
"Petersburg, VA",VA,51730,157.5,2015
"Poquoson, VA",VA,51735,93.7,2015
"Portsmouth, VA",VA,51740,114.5,2015
"Radford, VA",VA,51750,108.3,2015
"Richmond City, VA",VA,51760,59.4,2015
"Roanoke City, VA",VA,51770,108.3,2015
"Salem, VA",VA,51775,220.7,2015
"Staunton, VA",VA,51790,190.1,2015
"Suffolk, VA",VA,51800,90,2015
"Virginia Beach, VA",VA,51810,65.1,2015
"Waynesboro, VA",VA,51820,232.1,2015
"Williamsburg, VA",VA,51830,–,2015
"Winchester, VA",VA,51840,189.9,2015
"Addison, VT",VT,50001,43.8,2015
"Bennington, VT",VT,50003,81.8,2015
"Caledonia, VT",VT,50005,63.1,2015
"Chittenden, VT",VT,50007,50,2015
"Essex, VT",VT,50009,10.8,2015
"Franklin, VT",VT,50011,83.7,2015
"Grand Isle, VT",VT,50013,18.4,2015
"Lamoille, VT",VT,50015,57.7,2015
"Orange, VT",VT,50017,42.8,2015
"Orleans, VT",VT,50019,60.5,2015
"Rutland, VT",VT,50021,84.8,2015
"Washington, VT",VT,50023,58,2015
"Windham, VT",VT,50025,74.9,2015
"Windsor, VT",VT,50027,48.5,2015
"Adams, WA",WA,53001,30,2015
"Asotin, WA",WA,53003,146.5,2015
"Benton, WA",WA,53005,107.8,2015
"Chelan, WA",WA,53007,86.9,2015
"Clallam, WA",WA,53009,127.8,2015
"Clark, WA",WA,53011,63.7,2015
"Columbia, WA",WA,53013,117.4,2015
"Cowlitz, WA",WA,53015,98.2,2015
"Douglas, WA",WA,53017,65.7,2015
"Ferry, WA",WA,53019,70.3,2015
"Franklin, WA",WA,53021,69,2015
"Garfield, WA",WA,53023,132.4,2015
"Grant, WA",WA,53025,76.4,2015
"Grays Harbor, WA",WA,53027,119.7,2015
"Island, WA",WA,53029,43.5,2015
"Jefferson, WA",WA,53031,90.4,2015
"King, WA",WA,53033,51.2,2015
"Kitsap, WA",WA,53035,66.7,2015
"Kittitas, WA",WA,53037,62.6,2015
"Klickitat, WA",WA,53039,23.7,2015
"Lewis, WA",WA,53041,107.1,2015
"Lincoln, WA",WA,53043,93.4,2015
"Mason, WA",WA,53045,97.2,2015
"Okanogan, WA",WA,53047,78.7,2015
"Pacific, WA",WA,53049,44.3,2015
"Pend Oreille, WA",WA,53051,126.5,2015
"Pierce, WA",WA,53053,69,2015
"San Juan, WA",WA,53055,42.3,2015
"Skagit, WA",WA,53057,89.5,2015
"Skamania, WA",WA,53059,44.5,2015
"Snohomish, WA",WA,53061,78.4,2015
"Spokane, WA",WA,53063,87,2015
"Stevens, WA",WA,53065,84.8,2015
"Thurston, WA",WA,53067,69.6,2015
"Wahkiakum, WA",WA,53069,27.3,2015
"Walla Walla, WA",WA,53071,90.8,2015
"Whatcom, WA",WA,53073,76.7,2015
"Whitman, WA",WA,53075,52.5,2015
"Yakima, WA",WA,53077,72.4,2015
"Adams, WI",WI,55001,45.7,2015
"Ashland, WI",WI,55003,101.5,2015
"Barron, WI",WI,55005,75.5,2015
"Bayfield, WI",WI,55007,10.4,2015
"Brown, WI",WI,55009,69.8,2015
"Buffalo, WI",WI,55011,2.2,2015
"Burnett, WI",WI,55013,63.8,2015
"Calumet, WI",WI,55015,20.6,2015
"Chippewa, WI",WI,55017,64.6,2015
"Clark, WI",WI,55019,36.6,2015
"Columbia, WI",WI,55021,98.2,2015
"Crawford, WI",WI,55023,72.9,2015
"Dane, WI",WI,55025,58.8,2015
"Dodge, WI",WI,55027,45.1,2015
"Door, WI",WI,55029,70.8,2015
"Douglas, WI",WI,55031,73,2015
"Dunn, WI",WI,55033,43.1,2015
"Eau Claire, WI",WI,55035,63.6,2015
"Florence, WI",WI,55037,–,2015
"Fond du Lac, WI",WI,55039,55.5,2015
"Forest, WI",WI,55041,50.4,2015
"Grant, WI",WI,55043,51.5,2015
"Green, WI",WI,55045,60,2015
"Green Lake, WI",WI,55047,67.3,2015
"Iowa, WI",WI,55049,50,2015
"Iron, WI",WI,55051,72.4,2015
"Jackson, WI",WI,55053,26.8,2015
"Jefferson, WI",WI,55055,68.4,2015
"Juneau, WI",WI,55057,123.9,2015
"Kenosha, WI",WI,55059,71.3,2015
"Kewaunee, WI",WI,55061,24.8,2015
"La Crosse, WI",WI,55063,64.8,2015
"Lafayette, WI",WI,55065,14.1,2015
"Langlade, WI",WI,55067,106.4,2015
"Lincoln, WI",WI,55069,78.4,2015
"Manitowoc, WI",WI,55071,69.4,2015
"Marathon, WI",WI,55073,53,2015
"Marinette, WI",WI,55075,82.1,2015
"Marquette, WI",WI,55077,36.4,2015
"Menominee, WI",WI,55078,–,2015
"Milwaukee, WI",WI,55079,84.7,2015
"Monroe, WI",WI,55081,67.6,2015
"Oconto, WI",WI,55083,39.6,2015
"Oneida, WI",WI,55085,93.2,2015
"Outagamie, WI",WI,55087,61.6,2015
"Ozaukee, WI",WI,55089,63.7,2015
"Pepin, WI",WI,55091,63.5,2015
"Pierce, WI",WI,55093,36.5,2015
"Polk, WI",WI,55095,72.1,2015
"Portage, WI",WI,55097,59.6,2015
"Price, WI",WI,55099,56,2015
"Racine, WI",WI,55101,84.7,2015
"Richland, WI",WI,55103,17.5,2015
"Rock, WI",WI,55105,84.5,2015
"Rusk, WI",WI,55107,34.4,2015
"St. Croix, WI",WI,55109,40.7,2015
"Sauk, WI",WI,55111,73.8,2015
"Sawyer, WI",WI,55113,101.1,2015
"Shawano, WI",WI,55115,48,2015
"Sheboygan, WI",WI,55117,73.5,2015
"Taylor, WI",WI,55119,31.5,2015
"Trempealeau, WI",WI,55121,23.5,2015
"Vernon, WI",WI,55123,46.7,2015
"Vilas, WI",WI,55125,62.4,2015
"Walworth, WI",WI,55127,67.4,2015
"Washburn, WI",WI,55129,29.5,2015
"Washington, WI",WI,55131,71.2,2015
"Waukesha, WI",WI,55133,73.6,2015
"Waupaca, WI",WI,55135,89,2015
"Waushara, WI",WI,55137,25.3,2015
"Winnebago, WI",WI,55139,59.3,2015
"Wood, WI",WI,55141,75.4,2015
"Barbour, WV",WV,54001,93.8,2015
"Berkeley, WV",WV,54003,100.9,2015
"Boone, WV",WV,54005,172.5,2015
"Braxton, WV",WV,54007,98.6,2015
"Brooke, WV",WV,54009,98.4,2015
"Cabell, WV",WV,54011,135.7,2015
"Calhoun, WV",WV,54013,57.5,2015
"Clay, WV",WV,54015,67.5,2015
"Doddridge, WV",WV,54017,42.3,2015
"Fayette, WV",WV,54019,91.7,2015
"Gilmer, WV",WV,54021,75.6,2015
"Grant, WV",WV,54023,94.5,2015
"Greenbrier, WV",WV,54025,127.2,2015
"Hampshire, WV",WV,54027,68.4,2015
"Hancock, WV",WV,54029,139.5,2015
"Hardy, WV",WV,54031,86.1,2015
"Harrison, WV",WV,54033,119.9,2015
"Jackson, WV",WV,54035,107.1,2015
"Jefferson, WV",WV,54037,85.9,2015
"Kanawha, WV",WV,54039,131,2015
"Lewis, WV",WV,54041,87,2015
"Lincoln, WV",WV,54043,64.1,2015
"Logan, WV",WV,54045,206.6,2015
"McDowell, WV",WV,54047,137.1,2015
"Marion, WV",WV,54049,97,2015
"Marshall, WV",WV,54051,130.5,2015
"Mason, WV",WV,54053,101.7,2015
"Mercer, WV",WV,54055,150.8,2015
"Mineral, WV",WV,54057,108.8,2015
"Mingo, WV",WV,54059,134.2,2015
"Monongalia, WV",WV,54061,69.7,2015
"Monroe, WV",WV,54063,27.1,2015
"Morgan, WV",WV,54065,71.9,2015
"Nicholas, WV",WV,54067,157.4,2015
"Ohio, WV",WV,54069,95.4,2015
"Pendleton, WV",WV,54071,88.7,2015
"Pleasants, WV",WV,54073,122.8,2015
"Pocahontas, WV",WV,54075,56.7,2015
"Preston, WV",WV,54077,74,2015
"Putnam, WV",WV,54079,106.6,2015
"Raleigh, WV",WV,54081,144.6,2015
"Randolph, WV",WV,54083,112.7,2015
"Ritchie, WV",WV,54085,58.5,2015
"Roane, WV",WV,54087,109.1,2015
"Summers, WV",WV,54089,105.1,2015
"Taylor, WV",WV,54091,80.9,2015
"Tucker, WV",WV,54093,46.6,2015
"Tyler, WV",WV,54095,55,2015
"Upshur, WV",WV,54097,71.8,2015
"Wayne, WV",WV,54099,76.1,2015
"Webster, WV",WV,54101,69.3,2015
"Wetzel, WV",WV,54103,108.1,2015
"Wirt, WV",WV,54105,50.5,2015
"Wood, WV",WV,54107,132.7,2015
"Wyoming, WV",WV,54109,192.8,2015
"Albany, WY",WY,56001,51.7,2015
"Big Horn, WY",WY,56003,58.6,2015
"Campbell, WY",WY,56005,75.1,2015
"Carbon, WY",WY,56007,80.7,2015
"Converse, WY",WY,56009,60.2,2015
"Crook, WY",WY,56011,0.6,2015
"Fremont, WY",WY,56013,93.1,2015
"Goshen, WY",WY,56015,38.8,2015
"Hot Springs, WY",WY,56017,102.6,2015
"Johnson, WY",WY,56019,67.6,2015
"Laramie, WY",WY,56021,77.9,2015
"Lincoln, WY",WY,56023,80.8,2015
"Natrona, WY",WY,56025,81.9,2015
"Niobrara, WY",WY,56027,1.5,2015
"Park, WY",WY,56029,97.9,2015
"Platte, WY",WY,56031,55.3,2015
"Sheridan, WY",WY,56033,55.3,2015
"Sublette, WY",WY,56035,56.6,2015
"Sweetwater, WY",WY,56037,86.4,2015
"Teton, WY",WY,56039,76.5,2015
"Uinta, WY",WY,56041,104.7,2015
"Washakie, WY",WY,56043,95.3,2015
"Weston, WY",WY,56045,58.3,2015
